time,signal,type,entry,sl,tp,exit,pnl_raw,pnl_weighted,position,breakout_prob,reason,result,month
2025-06-08 14:00:00,SHORT,STRONG,2505.69,2511.750857142857,2493.0632142857144,2511.750857142857,-0.24188375828043382,-0.1451302549682603,60,25,放量趋势,LOSS,2025-06
2025-06-08 14:50:00,SHORT,STRONG,2512.26,2518.896,2498.4350000000004,2518.896,-0.2641446347113741,-0.15848678082682446,60,15,放量趋势,LOSS,2025-06
2025-06-08 16:15:00,LONG,STRONG,2522.91,2517.331285714286,2527.558928571428,2527.558928571428,0.18426850626571356,0.11056110375942813,60,50,强突破,WIN,2025-06
2025-06-08 17:00:00,LONG,STRONG,2533.09,2527.1275000000005,2541.04,2527.1275000000005,-0.23538445140123865,-0.23538445140123865,100,70,强突破,LOSS,2025-06
2025-06-08 17:05:00,LONG,STRONG,2529.83,2523.524642857143,2538.2371428571428,2523.524642857143,-0.24924034985974522,-0.19939227988779618,80,60,放量趋势,LOSS,2025-06
2025-06-08 19:10:00,LONG,STRONG,2537.26,2530.9921428571433,2542.4832142857144,2530.9921428571433,-0.2470325131384597,-0.24703251313845973,100,90,强突破,LOSS,2025-06
2025-06-08 21:50:00,LONG,STRONG,2544.36,2538.7118571428573,2549.0667857142857,2538.7118571428573,-0.22198678084637508,-0.22198678084637508,100,80,强突破,LOSS,2025-06
2025-06-08 22:00:00,LONG,STRONG,2535.0,2529.2882142857143,2542.615714285714,2529.2882142857143,-0.2253169907016065,-0.1351901944209639,60,40,放量趋势,LOSS,2025-06
2025-06-09 00:25:00,SHORT,STRONG,2506.5,2513.817857142857,2496.7428571428572,2496.7428571428572,0.389273602918123,0.23356416175087383,60,50,放量趋势,WIN,2025-06
2025-06-09 00:45:00,SHORT,STRONG,2502.14,2508.5762857142854,2488.731071428572,2488.731071428572,0.5358984138148976,0.3215390482889385,60,45,放量趋势,WIN,2025-06
2025-06-09 01:50:00,SHORT,STRONG,2493.64,2501.073571428571,2483.7285714285713,2501.073571428571,-0.29810122666348043,-0.17886073599808824,60,40,强突破,LOSS,2025-06
2025-06-09 02:40:00,SHORT,STRONG,2491.64,2497.866071428571,2483.3385714285714,2483.3385714285714,0.33317126757591226,0.26653701406072977,80,60,放量趋势,WIN,2025-06
2025-06-09 03:05:00,SHORT,STRONG,2486.09,2492.402857142857,2477.6728571428575,2492.402857142857,-0.25392713630065505,-0.20314170904052403,80,60,强突破,LOSS,2025-06
2025-06-09 03:25:00,SHORT,STRONG,2489.83,2495.5899999999997,2482.15,2495.5899999999997,-0.23134109557679697,-0.13880465734607816,60,50,放量趋势,LOSS,2025-06
2025-06-09 03:30:00,SHORT,STRONG,2491.29,2497.255714285714,2483.3357142857144,2497.255714285714,-0.23946286003291697,-0.19157028802633358,80,60,放量趋势,LOSS,2025-06
2025-06-09 05:30:00,SHORT,STRONG,2481.98,2488.0498571428575,2476.9217857142858,2488.0498571428575,-0.24455705295197672,-0.14673423177118605,60,50,强突破,LOSS,2025-06
2025-06-09 06:00:00,SHORT,STRONG,2481.32,2487.0017857142857,2473.744285714286,2487.0017857142857,-0.22898238495178067,-0.1373894309710684,60,30,放量趋势,LOSS,2025-06
2025-06-09 11:20:00,LONG,STRONG,2538.54,2531.3597142857143,2553.4989285714287,2531.3597142857143,-0.28285099759254034,-0.16971059855552423,60,35,放量趋势,LOSS,2025-06
2025-06-09 16:15:00,LONG,STRONG,2552.99,2546.6325714285713,2566.2346428571427,2566.2346428571427,0.5187894530391006,0.3112736718234604,60,45,强突破,WIN,2025-06
2025-06-09 16:20:00,LONG,STRONG,2566.9,2559.4334285714285,2582.4553571428573,2559.4334285714285,-0.29087893679424864,-0.17452736207654918,60,55,强突破,LOSS,2025-06
2025-06-09 16:25:00,LONG,STRONG,2567.4,2559.5605714285716,2583.732142857143,2559.5605714285716,-0.3053450405635456,-0.18320702433812738,60,35,放量趋势,LOSS,2025-06
2025-06-09 16:30:00,LONG,STRONG,2564.7,2556.3788571428568,2582.035714285714,2556.3788571428568,-0.3244489748174469,-0.19466938489046814,60,35,放量趋势,LOSS,2025-06
2025-06-09 18:30:00,LONG,STRONG,2583.4,2576.552285714286,2597.6660714285717,2576.552285714286,-0.2650659706477556,-0.15903958238865334,60,45,强突破,LOSS,2025-06
2025-06-09 19:00:00,LONG,STRONG,2580.72,2573.6742857142854,2595.3985714285714,2573.6742857142854,-0.2730135111796103,-0.1638081067077662,60,15,放量趋势,LOSS,2025-06
2025-06-09 19:20:00,LONG,STRONG,2582.05,2575.3137142857145,2596.0839285714287,2575.3137142857145,-0.2608890499520038,-0.15653342997120226,60,15,放量趋势,LOSS,2025-06
2025-06-09 19:45:00,LONG,STRONG,2582.69,2575.7514285714287,2597.145357142857,2597.145357142857,0.5597015957337846,0.3358209574402708,60,15,放量趋势,WIN,2025-06
2025-06-09 20:55:00,LONG,STRONG,2589.31,2582.820357142857,2597.962857142857,2597.962857142857,0.3341761760027614,0.20050570560165684,60,40,强突破,WIN,2025-06
2025-06-09 21:00:00,LONG,STRONG,2607.77,2601.270285714286,2621.3110714285713,2621.3110714285713,0.5192586550413298,0.3115551930247979,60,55,强突破,WIN,2025-06
2025-06-09 21:05:00,LONG,STRONG,2622.52,2614.6428571428573,2638.930714285714,2638.930714285714,0.6257612634303731,0.5006090107442985,80,65,强突破,WIN,2025-06
2025-06-09 21:10:00,LONG,STRONG,2619.01,2610.5448571428574,2636.6457142857143,2636.6457142857143,0.6733733084529699,0.404023985071782,60,55,放量趋势,WIN,2025-06
2025-06-09 21:15:00,LONG,STRONG,2624.64,2615.6305714285713,2643.4096428571424,2643.4096428571424,0.7151320888633326,0.4290792533179995,60,45,放量趋势,WIN,2025-06
2025-06-09 21:25:00,LONG,STRONG,2639.04,2628.36,2661.29,2628.36,-0.404692615496538,-0.3237540923972304,80,65,强突破,LOSS,2025-06
2025-06-09 21:30:00,LONG,STRONG,2632.35,2620.7391428571427,2656.5392857142856,2656.5392857142856,0.9189236125243866,0.551354167514632,60,35,放量趋势,WIN,2025-06
2025-06-09 22:00:00,LONG,STRONG,2647.19,2632.782285714286,2677.2060714285712,2677.2060714285712,1.1338842859247427,0.6803305715548456,60,45,放量趋势,WIN,2025-06
2025-06-09 22:20:00,LONG,STRONG,2657.83,2645.662857142857,2683.178214285714,2683.178214285714,0.9537184201289857,0.5722310520773913,60,35,强突破,WIN,2025-06
2025-06-09 23:35:00,LONG,STRONG,2675.19,2666.765142857143,2692.741785714286,2692.741785714286,0.6560949208948101,0.39365695253688604,60,25,强突破,WIN,2025-06
2025-06-09 23:40:00,LONG,STRONG,2691.67,2681.961142857143,2711.8967857142857,2681.961142857143,-0.3607001282793634,-0.216420076967618,60,55,强突破,LOSS,2025-06
2025-06-10 00:15:00,LONG,STRONG,2690.69,2679.98,2713.0025,2713.0025,0.8292482597400666,0.49754895584403996,60,35,放量趋势,WIN,2025-06
2025-06-10 00:20:00,LONG,STRONG,2713.94,2701.657142857143,2739.529285714286,2701.657142857143,-0.45258396069394347,-0.2715503764163661,60,55,强突破,LOSS,2025-06
2025-06-10 05:15:00,LONG,STRONG,2695.44,2688.6745714285717,2701.0778571428573,2688.6745714285717,-0.2509953317984597,-0.2509953317984597,100,70,强突破,LOSS,2025-06
2025-06-10 06:40:00,LONG,STRONG,2677.39,2667.9682857142857,2697.0185714285712,2667.9682857142857,-0.35189921101200006,-0.21113952660720003,60,25,放量趋势,LOSS,2025-06
2025-06-10 07:20:00,LONG,STRONG,2676.99,2670.0574285714283,2691.432857142857,2670.0574285714283,-0.2589688952357485,-0.1553813371414491,60,25,放量趋势,LOSS,2025-06
2025-06-10 07:25:00,LONG,STRONG,2682.92,2675.8717142857145,2697.6039285714287,2675.8717142857145,-0.26270949988391795,-0.15762569993035078,60,35,强突破,LOSS,2025-06
2025-06-10 09:20:00,LONG,STRONG,2684.09,2677.532857142857,2697.7507142857144,2697.7507142857144,0.508951424345466,0.30537085460727964,60,45,强突破,WIN,2025-06
2025-06-10 09:30:00,LONG,STRONG,2688.23,2681.6214285714286,2701.9978571428574,2681.6214285714286,-0.24583355697136758,-0.14750013418282054,60,35,强突破,LOSS,2025-06
2025-06-10 11:10:00,LONG,STRONG,2706.39,2699.802857142857,2720.113214285714,2720.113214285714,0.5070671368765854,0.3042402821259513,60,45,强突破,WIN,2025-06
2025-06-10 11:15:00,LONG,STRONG,2745.0,2735.2894285714287,2765.230357142857,2765.230357142857,0.7369893312516201,0.5895914650012961,80,65,强突破,WIN,2025-06
2025-06-10 11:20:00,LONG,STRONG,2748.1,2737.427714285714,2770.3339285714283,2770.3339285714283,0.8090654842046633,0.6472523873637306,80,65,放量趋势,WIN,2025-06
2025-06-10 11:25:00,LONG,STRONG,2759.59,2747.5488571428573,2784.6757142857145,2784.6757142857145,0.909037729724865,0.545422637834919,60,55,强突破,WIN,2025-06
2025-06-10 11:30:00,LONG,STRONG,2777.56,2763.580857142857,2806.6832142857143,2763.580857142857,-0.5032886006834402,-0.3019731604100641,60,55,强突破,LOSS,2025-06
2025-06-10 11:40:00,LONG,STRONG,2788.91,2772.68,2822.7225,2772.68,-0.5819477860526162,-0.3491686716315697,60,55,强突破,LOSS,2025-06
2025-06-10 11:45:00,LONG,STRONG,2768.7,2750.6854285714285,2806.230357142857,2750.6854285714285,-0.6506508985650792,-0.39039053913904753,60,55,放量趋势,LOSS,2025-06
2025-06-10 18:45:00,LONG,STRONG,2762.04,2751.444,2784.1150000000002,2784.1150000000002,0.7992281067616788,0.4795368640570073,60,45,强突破,WIN,2025-06
2025-06-10 18:50:00,LONG,STRONG,2754.12,2743.1262857142856,2777.023571428572,2777.023571428572,0.8316112380205628,0.4989667428123377,60,25,放量趋势,WIN,2025-06
2025-06-10 19:05:00,LONG,STRONG,2764.2,2752.694571428571,2788.1696428571427,2788.1696428571427,0.8671457512894453,0.5202874507736671,60,25,放量趋势,WIN,2025-06
2025-06-10 19:20:00,LONG,STRONG,2775.8,2764.2980000000002,2799.7625000000003,2799.7625000000003,0.8632646444268353,0.5179587866561012,60,35,强突破,WIN,2025-06
2025-06-10 19:30:00,LONG,STRONG,2788.07,2775.8360000000002,2813.5575000000003,2775.8360000000002,-0.4387981650388951,-0.26327889902333707,60,45,强突破,LOSS,2025-06
2025-06-10 19:35:00,LONG,STRONG,2804.3,2791.0545714285718,2831.894642857143,2791.0545714285718,-0.47232566313976465,-0.28339539788385876,60,55,强突破,LOSS,2025-06
2025-06-10 19:40:00,LONG,STRONG,2782.17,2768.1505714285718,2811.3771428571426,2768.1505714285718,-0.503902657689081,-0.3023415946134486,60,45,放量趋势,LOSS,2025-06
2025-06-10 19:45:00,LONG,STRONG,2768.76,2753.4060000000004,2800.7475,2753.4060000000004,-0.5545442725263228,-0.33272656351579366,60,25,放量趋势,LOSS,2025-06
2025-06-10 19:50:00,LONG,STRONG,2765.03,2749.4805714285717,2797.4246428571428,2749.4805714285717,-0.5623602120565964,-0.3374161272339578,60,15,放量趋势,LOSS,2025-06
2025-06-10 21:35:00,LONG,STRONG,2771.35,2758.4242857142854,2798.2785714285715,2798.2785714285715,0.971677032080811,0.5830062192484866,60,25,放量趋势,WIN,2025-06
2025-06-10 21:40:00,LONG,STRONG,2777.88,2764.3294285714287,2806.1103571428575,2806.1103571428575,1.0162554589419783,0.609753275365187,60,25,放量趋势,WIN,2025-06
2025-06-10 22:00:00,LONG,STRONG,2791.88,2776.388857142857,2824.1532142857145,2824.1532142857145,1.15596710050985,0.6935802603059099,60,45,强突破,WIN,2025-06
2025-06-10 22:05:00,LONG,STRONG,2809.5,2792.4377142857143,2845.046428571429,2792.4377142857143,-0.607306841583404,-0.3643841049500424,60,45,强突破,LOSS,2025-06
2025-06-10 22:30:00,LONG,STRONG,2817.99,2800.6911428571425,2854.029285714286,2800.6911428571425,-0.6138721976606478,-0.3683233185963887,60,45,放量趋势,LOSS,2025-06
2025-06-11 00:05:00,LONG,STRONG,2820.05,2809.5405714285716,2841.944642857143,2809.5405714285716,-0.37266816444490497,-0.223600898666943,60,25,放量趋势,LOSS,2025-06
2025-06-11 00:15:00,LONG,STRONG,2818.02,2807.496,2839.945,2807.496,-0.37345370153511637,-0.22407222092106982,60,45,放量趋势,LOSS,2025-06
2025-06-11 00:20:00,LONG,STRONG,2809.44,2798.8217142857143,2831.5614285714287,2798.8217142857143,-0.3779502574992089,-0.22677015449952534,60,25,放量趋势,LOSS,2025-06
2025-06-11 00:25:00,LONG,STRONG,2805.49,2794.6497142857143,2828.0739285714285,2794.6497142857143,-0.386395450145448,-0.2318372700872688,60,15,放量趋势,LOSS,2025-06
2025-06-11 04:30:00,LONG,STRONG,2800.03,2791.8732142857143,2810.9057142857146,2791.8732142857143,-0.2913106543246282,-0.1747863925947769,60,50,强突破,LOSS,2025-06
2025-06-11 07:35:00,LONG,STRONG,2801.73,2794.746,2816.28,2794.746,-0.2492745553640045,-0.14956473321840272,60,25,强突破,LOSS,2025-06
2025-06-11 07:50:00,LONG,STRONG,2796.22,2789.201714285714,2810.8414285714284,2789.201714285714,-0.2509919002898866,-0.15059514017393197,60,25,放量趋势,LOSS,2025-06
2025-06-11 07:55:00,LONG,STRONG,2792.02,2785.120857142857,2806.3932142857143,2785.120857142857,-0.24710220045497644,-0.14826132027298586,60,15,放量趋势,LOSS,2025-06
2025-06-11 12:00:00,LONG,STRONG,2779.65,2772.957428571429,2793.592857142857,2772.957428571429,-0.2407702922515866,-0.14446217535095196,60,45,强突破,LOSS,2025-06
2025-06-11 12:30:00,LONG,STRONG,2808.52,2796.3357142857144,2833.9039285714284,2796.3357142857144,-0.43383296947451255,-0.2602997816847075,60,55,强突破,LOSS,2025-06
2025-06-11 12:35:00,LONG,STRONG,2797.66,2784.365714285714,2825.3564285714283,2784.365714285714,-0.47519304398267503,-0.28511582638960503,60,35,放量趋势,LOSS,2025-06
2025-06-11 12:40:00,LONG,STRONG,2814.2,2799.525714285714,2844.7714285714283,2799.525714285714,-0.521437201133033,-0.31286232067981984,60,45,放量趋势,LOSS,2025-06
2025-06-11 13:30:00,LONG,STRONG,2793.16,2774.787142857143,2831.4367857142856,2831.4367857142856,1.3703756932752074,0.8222254159651244,60,25,放量趋势,WIN,2025-06
2025-06-11 14:20:00,LONG,STRONG,2832.59,2817.6508571428576,2863.713214285714,2863.713214285714,1.0987546480681587,0.6592527888408952,60,35,强突破,WIN,2025-06
2025-06-11 14:25:00,LONG,STRONG,2843.25,2828.2585714285715,2874.4821428571427,2874.4821428571427,1.098466292346528,0.6590797754079167,60,35,强突破,WIN,2025-06
2025-06-11 14:30:00,LONG,STRONG,2853.76,2837.6688571428576,2887.283214285714,2837.6688571428576,-0.5638576074071606,-0.33831456444429636,60,35,强突破,LOSS,2025-06
2025-06-11 15:30:00,LONG,STRONG,2860.49,2843.6462857142856,2895.5810714285712,2843.6462857142856,-0.5888401737364652,-0.3533041042418792,60,35,强突破,LOSS,2025-06
2025-06-11 15:35:00,LONG,STRONG,2872.44,2854.913142857143,2908.9542857142856,2854.913142857143,-0.6101731330456649,-0.36610387982739895,60,35,强突破,LOSS,2025-06
2025-06-11 20:55:00,LONG,STRONG,2815.69,2805.9142857142856,2836.0560714285716,2805.9142857142856,-0.3471871649831642,-0.20831229898989853,60,35,放量趋势,LOSS,2025-06
2025-06-11 21:00:00,LONG,STRONG,2817.7,2808.142857142857,2837.610714285714,2808.142857142857,-0.33918241321442794,-0.20350944792865674,60,15,放量趋势,LOSS,2025-06
2025-06-12 01:30:00,SHORT,STRONG,2758.21,2770.0702857142855,2733.501071428572,2770.0702857142855,-0.4299993732995497,-0.2579996239797298,60,35,强突破,LOSS,2025-06
2025-06-12 03:00:00,SHORT,STRONG,2754.68,2762.7242857142855,2737.9210714285714,2762.7242857142855,-0.2920225113002493,-0.17521350678014957,60,35,强突破,LOSS,2025-06
2025-06-12 03:20:00,SHORT,STRONG,2752.31,2760.465714285714,2735.318928571429,2760.465714285714,-0.29632251765659073,-0.17779351059395446,60,55,强突破,LOSS,2025-06
2025-06-12 03:35:00,SHORT,STRONG,2763.95,2772.7082857142855,2745.703571428571,2772.7082857142855,-0.3168756929136073,-0.19012541574816438,60,15,放量趋势,LOSS,2025-06
2025-06-12 07:35:00,SHORT,STRONG,2751.13,2758.5065714285715,2735.762142857143,2735.762142857143,0.5586016343414251,0.33516098060485505,60,45,强突破,WIN,2025-06
2025-06-12 07:40:00,SHORT,STRONG,2745.81,2754.456,2727.7975,2754.456,-0.3148797622559531,-0.18892785735357187,60,55,强突破,LOSS,2025-06
2025-06-12 10:15:00,SHORT,STRONG,2748.02,2755.6689285714288,2737.8214285714284,2737.8214285714284,0.37112435239086833,0.222674611434521,60,50,放量趋势,WIN,2025-06
2025-06-12 10:25:00,SHORT,STRONG,2740.29,2747.083714285714,2726.1364285714285,2747.083714285714,-0.2479195371918312,-0.14875172231509873,60,25,放量趋势,LOSS,2025-06
2025-06-12 10:30:00,SHORT,STRONG,2738.07,2745.1422857142857,2723.336071428572,2745.1422857142857,-0.2582945547150182,-0.15497673282901092,60,25,放量趋势,LOSS,2025-06
2025-06-12 11:25:00,SHORT,STRONG,2727.68,2737.525142857143,2707.1692857142857,2737.525142857143,-0.36093467185091166,-0.216560803110547,60,55,强突破,LOSS,2025-06
2025-06-12 11:30:00,SHORT,STRONG,2726.31,2736.0291428571427,2706.0617857142856,2736.0291428571427,-0.3564944139566939,-0.2138966483740163,60,35,放量趋势,LOSS,2025-06
2025-06-12 12:05:00,SHORT,STRONG,2714.43,2725.788857142857,2690.7657142857142,2725.788857142857,-0.4184619659691808,-0.2510771795815085,60,55,强突破,LOSS,2025-06
2025-06-12 12:10:00,SHORT,STRONG,2718.05,2729.556285714286,2694.0785714285716,2729.556285714286,-0.4233286994089768,-0.25399721964538613,60,35,放量趋势,LOSS,2025-06
2025-06-12 15:20:00,SHORT,STRONG,2753.29,2761.8142857142857,2735.5310714285715,2735.5310714285715,0.6450075571926112,0.3870045343155667,60,25,放量趋势,WIN,2025-06
2025-06-12 15:25:00,SHORT,STRONG,2748.43,2757.4394285714284,2729.6603571428573,2729.6603571428573,0.6829223541128052,0.40975341246768315,60,25,强突破,WIN,2025-06
2025-06-12 15:45:00,SHORT,STRONG,2735.0,2744.6068571428573,2714.9857142857145,2714.9857142857145,0.7317837555497443,0.4390702533298466,60,35,强突破,WIN,2025-06
2025-06-12 15:50:00,SHORT,STRONG,2721.79,2732.441714285714,2699.5989285714286,2732.441714285714,-0.3913496002893025,-0.313079680231442,80,65,强突破,LOSS,2025-06
2025-06-12 18:25:00,SHORT,STRONG,2733.62,2743.215714285714,2713.6289285714283,2743.215714285714,-0.3510259028582673,-0.21061554171496039,60,35,强突破,LOSS,2025-06
2025-06-12 18:45:00,SHORT,STRONG,2723.32,2734.609428571429,2699.800357142857,2734.609428571429,-0.41454653039043304,-0.2487279182342598,60,35,强突破,LOSS,2025-06
2025-06-12 19:45:00,SHORT,STRONG,2699.36,2711.8202857142855,2673.401071428572,2673.401071428572,0.9616697502900043,0.5770018501740026,60,55,强突破,WIN,2025-06
2025-06-12 19:50:00,SHORT,STRONG,2696.68,2708.716857142857,2671.6032142857143,2671.6032142857143,0.9299132902044553,0.5579479741226732,60,45,强突破,WIN,2025-06
2025-06-12 19:55:00,SHORT,STRONG,2694.48,2706.485142857143,2669.469285714286,2669.469285714286,0.9282204464577257,0.5569322678746355,60,35,放量趋势,WIN,2025-06
2025-06-12 20:00:00,SHORT,STRONG,2696.09,2708.042857142857,2671.188214285715,2671.188214285715,0.923625906935055,0.554175544161033,60,45,放量趋势,WIN,2025-06
2025-06-12 20:10:00,SHORT,STRONG,2684.72,2697.8437142857138,2657.378928571429,2657.378928571429,1.0183956400880172,0.6110373840528104,60,45,强突破,WIN,2025-06
2025-06-12 20:25:00,SHORT,STRONG,2690.2,2704.8014285714285,2659.780357142857,2659.780357142857,1.1307576706989317,0.6784546024193591,60,35,放量趋势,WIN,2025-06
2025-06-12 20:35:00,SHORT,STRONG,2669.0,2685.062857142857,2635.535714285714,2635.535714285714,1.2538136273617753,0.7522881764170651,60,55,强突破,WIN,2025-06
2025-06-12 20:45:00,SHORT,STRONG,2640.59,2659.1377142857145,2601.948928571429,2659.1377142857145,-0.7024079575289761,-0.42144477451738566,60,45,强突破,LOSS,2025-06
2025-06-12 20:50:00,SHORT,STRONG,2622.88,2642.878857142857,2581.2157142857145,2642.878857142857,-0.7624770154508442,-0.45748620927050654,60,45,强突破,LOSS,2025-06
2025-06-12 20:55:00,SHORT,STRONG,2639.31,2659.3174285714285,2597.627857142857,2659.3174285714285,-0.7580552709393209,-0.4548331625635925,60,35,放量趋势,LOSS,2025-06
2025-06-13 00:00:00,SHORT,STRONG,2611.3,2623.132,2586.65,2586.65,0.9439742656914215,0.5663845594148529,60,45,强突破,WIN,2025-06
2025-06-13 00:05:00,SHORT,STRONG,2593.53,2606.933142857143,2565.606785714286,2565.606785714286,1.0766489797964178,0.6459893878778508,60,55,强突破,WIN,2025-06
2025-06-13 00:10:00,SHORT,STRONG,2568.58,2586.3725714285715,2531.512142857143,2531.512142857143,1.4431264411798375,1.1545011529438698,80,65,强突破,WIN,2025-06
2025-06-13 00:15:00,SHORT,STRONG,2563.76,2582.6780000000003,2524.3475000000003,2524.3475000000003,1.5372928823290755,0.9223757293974453,60,45,放量趋势,WIN,2025-06
2025-06-13 00:30:00,SHORT,STRONG,2521.7,2545.496,2472.1249999999995,2545.496,-0.9436491255898908,-0.5661894753539345,60,55,强突破,LOSS,2025-06
2025-06-13 00:35:00,SHORT,STRONG,2521.8,2548.034571428572,2467.144642857143,2467.144642857143,2.167315296330286,1.3003891777981715,60,55,放量趋势,WIN,2025-06
2025-06-13 01:10:00,SHORT,STRONG,2476.1,2510.583714285714,2404.2589285714284,2510.583714285714,-1.3926624242039534,-0.835597454522372,60,55,强突破,LOSS,2025-06
2025-06-13 02:40:00,SHORT,STRONG,2452.4,2472.7057142857143,2410.0964285714285,2472.7057142857143,-0.8279935689819851,-0.49679614138919104,60,45,强突破,LOSS,2025-06
2025-06-13 06:20:00,SHORT,STRONG,2497.0,2505.0519999999997,2480.2250000000004,2505.0519999999997,-0.32246696035241007,-0.19348017621144603,60,25,放量趋势,LOSS,2025-06
2025-06-13 06:25:00,SHORT,STRONG,2492.25,2500.236,2475.6125,2500.236,-0.3204333433644248,-0.1922600060186549,60,45,强突破,LOSS,2025-06
2025-06-13 06:30:00,SHORT,STRONG,2501.7,2509.9594285714284,2484.4928571428572,2509.9594285714284,-0.3301526390625792,-0.1980915834375475,60,25,放量趋势,LOSS,2025-06
2025-06-13 09:25:00,SHORT,STRONG,2512.88,2522.234857142857,2493.3907142857147,2522.234857142857,-0.3722763181233036,-0.22336579087398215,60,35,放量趋势,LOSS,2025-06
2025-06-13 14:05:00,SHORT,STRONG,2532.6,2544.3205714285714,2508.182142857143,2508.182142857143,0.9641418756557283,0.578485125393437,60,25,强突破,WIN,2025-06
2025-06-13 14:15:00,SHORT,STRONG,2527.04,2539.555142857143,2500.966785714286,2539.555142857143,-0.4952491000199055,-0.2971494600119433,60,15,放量趋势,LOSS,2025-06
2025-06-13 14:20:00,SHORT,STRONG,2509.4,2523.386,2480.2625,2523.386,-0.5573443851119739,-0.3344066310671843,60,55,强突破,LOSS,2025-06
2025-06-13 14:40:00,SHORT,STRONG,2529.44,2544.9585714285713,2497.109642857143,2544.9585714285713,-0.6135180683697281,-0.36811084102183683,60,25,放量趋势,LOSS,2025-06
2025-06-13 17:15:00,SHORT,STRONG,2544.22,2556.5594285714283,2518.5128571428572,2518.5128571428572,1.0104135199449173,0.6062481119669504,60,25,放量趋势,WIN,2025-06
2025-06-13 17:45:00,SHORT,STRONG,2528.84,2541.144285714286,2503.2060714285712,2541.144285714286,-0.4865584898327266,-0.29193509389963596,60,25,强突破,LOSS,2025-06
2025-06-13 18:15:00,SHORT,STRONG,2523.35,2536.976,2494.9625,2536.976,-0.5399964333128661,-0.3239978599877196,60,25,放量趋势,LOSS,2025-06
2025-06-13 23:05:00,LONG,STRONG,2578.71,2572.081714285714,2592.5189285714287,2572.081714285714,-0.25703881841253934,-0.1542232910475236,60,45,强突破,LOSS,2025-06
2025-06-13 23:10:00,LONG,STRONG,2569.5,2562.732,2583.6000000000004,2562.732,-0.263397548161122,-0.1580385288966732,60,25,放量趋势,LOSS,2025-06
2025-06-13 23:15:00,LONG,STRONG,2572.13,2565.8094285714287,2585.2978571428575,2565.8094285714287,-0.24573296950664952,-0.14743978170398972,60,15,放量趋势,LOSS,2025-06
2025-06-13 23:45:00,LONG,STRONG,2577.82,2571.568,2590.8450000000003,2571.568,-0.24253051027612293,-0.14551830616567377,60,35,放量趋势,LOSS,2025-06
2025-06-14 02:20:00,LONG,STRONG,2562.54,2555.4139285714286,2572.0414285714282,2555.4139285714286,-0.278086251475931,-0.16685175088555862,60,50,放量趋势,LOSS,2025-06
2025-06-14 06:15:00,SHORT,STRONG,2544.4,2550.2210714285716,2536.6385714285716,2536.6385714285716,0.3050396388707945,0.1830237833224767,60,50,强突破,WIN,2025-06
2025-06-14 06:20:00,SHORT,STRONG,2544.11,2550.065,2536.17,2536.17,0.3120934236334142,0.1872560541800485,60,30,放量趋势,WIN,2025-06
2025-06-14 07:00:00,SHORT,STRONG,2540.14,2545.970714285714,2532.365714285714,2532.365714285714,0.3060573714159741,0.24484589713277927,80,60,强突破,WIN,2025-06
2025-06-14 07:15:00,SHORT,STRONG,2533.53,2539.8053571428572,2525.1628571428573,2539.8053571428572,-0.24769223742592533,-0.24769223742592533,100,70,强突破,LOSS,2025-06
2025-06-14 07:20:00,SHORT,STRONG,2533.18,2539.8935714285712,2524.2285714285713,2539.8935714285712,-0.265025439509684,-0.265025439509684,100,70,放量趋势,LOSS,2025-06
2025-06-14 08:05:00,SHORT,STRONG,2526.93,2534.0035714285714,2517.4985714285713,2534.0035714285714,-0.27992747834611725,-0.2239419826768938,80,60,放量趋势,LOSS,2025-06
2025-06-14 08:10:00,SHORT,STRONG,2528.78,2535.6275,2519.65,2535.6275,-0.27078274899358007,-0.16246964939614805,60,40,放量趋势,LOSS,2025-06
2025-06-14 08:15:00,SHORT,STRONG,2530.29,2537.050714285714,2521.2757142857145,2537.050714285714,-0.2671912818575788,-0.16031476911454728,60,40,放量趋势,LOSS,2025-06
2025-06-14 09:00:00,SHORT,STRONG,2532.11,2538.3275,2523.82,2523.82,0.3273949393983659,0.19643696363901952,60,30,放量趋势,WIN,2025-06
2025-06-14 09:45:00,SHORT,STRONG,2524.85,2531.398142857143,2519.3932142857143,2519.3932142857143,0.21612316431810272,0.21612316431810272,100,70,强突破,WIN,2025-06
2025-06-14 09:50:00,SHORT,STRONG,2521.9,2527.677142857143,2514.1971428571433,2527.677142857143,-0.22907898239988642,-0.2290789823998864,100,70,强突破,LOSS,2025-06
2025-06-14 10:05:00,SHORT,STRONG,2520.22,2526.556428571428,2511.7714285714287,2526.556428571428,-0.25142362854942485,-0.25142362854942485,100,70,强突破,LOSS,2025-06
2025-06-14 13:45:00,SHORT,STRONG,2530.2,2537.7364285714284,2520.1514285714284,2520.1514285714284,0.39714534141852226,0.23828720485111338,60,40,放量趋势,WIN,2025-06
2025-06-14 14:45:00,SHORT,STRONG,2526.71,2533.07,2518.23,2533.07,-0.25171072263932653,-0.20136857811146122,80,60,放量趋势,LOSS,2025-06
2025-06-14 15:25:00,SHORT,STRONG,2523.12,2529.5089285714284,2514.6014285714286,2514.6014285714286,0.3376205423670396,0.3376205423670396,100,70,强突破,WIN,2025-06
2025-06-14 15:30:00,SHORT,STRONG,2515.83,2523.1542857142854,2506.0642857142857,2506.0642857142857,0.38817067471626615,0.38817067471626615,100,80,强突破,WIN,2025-06
