timestamp,open,high,low,close,volume,datetime
1770039000000,2313.47,2328.0,2306.52,2321.84,2704.664518,2026-02-02 13:30:00
1770039900000,2321.85,2336.02,2316.66,2328.01,4551.418681,2026-02-02 13:45:00
1770040800000,2328.0,2331.5,2300.02,2306.84,7287.214714,2026-02-02 14:00:00
1770041700000,2306.85,2321.25,2299.22,2317.15,6068.127218,2026-02-02 14:15:00
1770042600000,2317.14,2368.64,2315.69,2352.61,19290.175156,2026-02-02 14:30:00
1770043500000,2352.6,2362.68,2322.85,2328.69,7255.26718,2026-02-02 14:45:00
1770044400000,2328.84,2354.3,2318.04,2349.06,7507.030804,2026-02-02 15:00:00
1770045300000,2349.06,2382.33,2341.95,2367.86,11932.416251,2026-02-02 15:15:00
1770046200000,2367.94,2396.78,2360.66,2377.65,8946.062881,2026-02-02 15:30:00
1770047100000,2377.65,2385.0,2362.0,2372.66,4747.881879,2026-02-02 15:45:00
1770048000000,2372.71,2381.91,2361.5,2375.69,4407.001678,2026-02-02 16:00:00
1770048900000,2375.87,2387.89,2371.31,2384.66,4401.63811,2026-02-02 16:15:00
1770049800000,2384.74,2386.8,2368.1,2372.32,3770.883023,2026-02-02 16:30:00
1770050700000,2372.31,2372.84,2350.0,2358.99,5549.993856,2026-02-02 16:45:00
1770051600000,2358.99,2379.0,2357.0,2374.9,3561.290067,2026-02-02 17:00:00
1770052500000,2374.89,2381.69,2365.0,2366.61,2697.851258,2026-02-02 17:15:00
1770053400000,2366.61,2374.1,2341.04,2353.85,4781.743576,2026-02-02 17:30:00
1770054300000,2353.84,2360.59,2345.63,2356.6,1902.340215,2026-02-02 17:45:00
1770055200000,2356.56,2357.0,2339.21,2344.31,2393.10216,2026-02-02 18:00:00
1770056100000,2344.3,2346.6,2333.8,2336.53,2324.98794,2026-02-02 18:15:00
1770057000000,2336.53,2359.85,2336.21,2345.92,3088.336304,2026-02-02 18:30:00
1770057900000,2345.92,2351.99,2344.0,2344.67,1741.848915,2026-02-02 18:45:00
1770058800000,2344.65,2350.74,2338.97,2346.0,2441.332675,2026-02-02 19:00:00
